3196|35637|ARTERY BYPASS GRAFT||
3197|35638|ARTERY BYPASS GRAFT||
3198|35642|ARTERY BYPASS GRAFT||
3199|35645|ARTERY BYPASS GRAFT||
3200|35646|ARTERY BYPASS GRAFT||
3201|35647|ARTERY BYPASS GRAFT||
3202|35650|ARTERY BYPASS GRAFT||
3203|35651|ARTERY BYPASS GRAFT||
3204|35654|ARTERY BYPASS GRAFT||
3205|35656|ARTERY BYPASS GRAFT||
3206|35661|ARTERY BYPASS GRAFT||
3207|35663|ARTERY BYPASS GRAFT||
3208|35665|ARTERY BYPASS GRAFT||
3209|35666|ARTERY BYPASS GRAFT||
3210|35671|ARTERY BYPASS GRAFT||
3211|35681|COMPOSITE BYPASS GRAFT||
3212|35682|COMPOSITE BYPASS GRAFT||
3213|35683|COMPOSITE BYPASS GRAFT||
3214|35685|BYPASS GRAFT PATENCY/PATCH||
3215|35686|BYPASS GRAFT/AV FIST PATENCY||
3216|35691|ARTERIAL TRANSPOSITION||
3217|35693|ARTERIAL TRANSPOSITION||
3218|35694|ARTERIAL TRANSPOSITION||
3219|35695|ARTERIAL TRANSPOSITION||
3220|35697|REIMPLANT ARTERY EACH||
3221|35700|REOPERATION, BYPASS GRAFT||
3222|35701|EXPLORATION, CAROTID ARTERY||
3223|35721|EXPLORATION, FEMORAL ARTERY||
3224|35741|EXPLORATION POPLITEAL ARTERY||
3225|35761|EXPLORATION OF ARTERY/VEIN||
3226|35800|EXPLORE NECK VESSELS||
3227|35820|EXPLORE CHEST VESSELS||
3228|35840|EXPLORE ABDOMINAL VESSELS||
3229|35860|EXPLORE LIMB VESSELS||
3230|35870|REPAIR VESSEL GRAFT DEFECT||
3231|35875|REMOVAL OF CLOT IN GRAFT||
3232|35876|REMOVAL OF CLOT IN GRAFT||
3233|35879|REVISE GRAFT W/VEIN||
3234|35881|REVISE GRAFT W/VEIN||
3235|35883|REVISE GRAFT W/NONAUTO GRAFT||
3236|35884|REVISE GRAFT W/VEIN||
3237|35901|EXCISION, GRAFT, NECK||
3238|35903|EXCISION, GRAFT, EXTREMITY||
3239|35905|EXCISION, GRAFT, THORAX||
3240|35907|EXCISION, GRAFT, ABDOMEN||
3241|36000|PLACE NEEDLE IN VEIN||
3242|36002|PSEUDOANEURYSM INJECTION TRT||
3243|36005|INJECTION EXT VENOGRAPHY||
3244|36010|PLACE CATHETER IN VEIN||
3245|36011|PLACE CATHETER IN VEIN||
3246|36012|PLACE CATHETER IN VEIN||
3247|36013|PLACE CATHETER IN ARTERY||
3248|36014|PLACE CATHETER IN ARTERY||
3249|36015|PLACE CATHETER IN ARTERY||
3250|36100|ESTABLISH ACCESS TO ARTERY||
3251|36120|ESTABLISH ACCESS TO ARTERY||
3252|36140|ESTABLISH ACCESS TO ARTERY||
3253|36145|ARTERY TO VEIN SHUNT||
3254|36160|ESTABLISH ACCESS TO AORTA||
3255|36200|PLACE CATHETER IN AORTA||
3256|36215|PLACE CATHETER IN ARTERY||
3257|36216|PLACE CATHETER IN ARTERY||
3258|36217|PLACE CATHETER IN ARTERY||
3259|36218|PLACE CATHETER IN ARTERY||
3260|36245|PLACE CATHETER IN ARTERY||
3261|36246|PLACE CATHETER IN ARTERY||
3262|36247|PLACE CATHETER IN ARTERY||
3263|36248|PLACE CATHETER IN ARTERY||
3264|36260|INSERTION OF INFUSION PUMP||
3265|36261|REVISION OF INFUSION PUMP||
3266|36262|REMOVAL OF INFUSION PUMP||
3267|36299|VESSEL INJECTION PROCEDURE||
3268|36400|BL DRAW < 3 YRS FEM/JUGULAR||
3269|36405|BL DRAW < 3 YRS SCALP VEIN||
3270|36406|BL DRAW < 3 YRS OTHER VEIN||
3271|36410|NON-ROUTINE BL DRAW > 3 YRS||
3272|36415|ROUTINE VENIPUNCTURE||
3273|36416|CAPILLARY BLOOD DRAW||
3274|36420|VEIN ACCESS CUTDOWN < 1 YR||
3275|36425|VEIN ACCESS CUTDOWN > 1 YR||
3276|36430|BLOOD TRANSFUSION SERVICE||
3277|36440|BL PUSH TRANSFUSE, 2 YR OR <||
3278|36450|BL EXCHANGE/TRANSFUSE, NB||
3279|36455|BL EXCHANGE/TRANSFUSE NON-NB||
3280|36460|TRANSFUSION SERVICE, FETAL||
3281|36468|INJECTION(S), SPIDER VEINS||
3282|36469|INJECTION(S), SPIDER VEINS||
3283|36470|INJECTION THERAPY OF VEIN||
3284|36471|INJECTION THERAPY OF VEINS||
3285|36475|ENDOVENOUS RF, 1ST VEIN||
3286|36476|ENDOVENOUS RF, VEIN ADD-ON||
3287|36478|ENDOVENOUS LASER, 1ST VEIN||
3288|36479|ENDOVENOUS LASER VEIN ADDON||
3289|36481|INSERTION OF CATHETER, VEIN||
3290|36500|INSERTION OF CATHETER, VEIN||
3291|36510|INSERTION OF CATHETER, VEIN||
3292|36511|APHERESIS WBC||
3293|36512|APHERESIS RBC||
3294|36513|APHERESIS PLATELETS||
3295|36514|APHERESIS PLASMA||
3296|36515|APHERESIS, ADSORP/REINFUSE||
3297|36516|APHERESIS, SELECTIVE||
3298|36522|PHOTOPHERESIS||
3299|36555|INSERT NON-TUNNEL CV CATH||
3300|36556|INSERT NON-TUNNEL CV CATH||
3301|36557|INSERT TUNNELED CV CATH||
3302|36558|INSERT TUNNELED CV CATH||
3303|36560|INSERT TUNNELED CV CATH||
3304|36561|INSERT TUNNELED CV CATH||
3305|36563|INSERT TUNNELED CV CATH||
3306|36565|INSERT TUNNELED CV CATH||
3307|36566|INSERT TUNNELED CV CATH||
3308|36568|INSERT PICC CATH||
3309|36569|INSERT PICC CATH||
3310|36570|INSERT PICVAD CATH||
3311|36571|INSERT PICVAD CATH||
3312|36575|REPAIR TUNNELED CV CATH||
3313|36576|REPAIR TUNNELED CV CATH||
3314|36578|REPLACE TUNNELED CV CATH||
3315|36580|REPLACE CVAD CATH||
3316|36581|REPLACE TUNNELED CV CATH||
3317|36582|REPLACE TUNNELED CV CATH||
3318|36583|REPLACE TUNNELED CV CATH||
3319|36584|REPLACE PICC CATH||
3320|36585|REPLACE PICVAD CATH||
3321|36589|REMOVAL TUNNELED CV CATH||
3322|36590|REMOVAL TUNNELED CV CATH||
3323|36591|DRAW BLOOD OFF VENOUS DEVICE||
3324|36592|COLLECT BLOOD FROM PICC||
3325|36593|DECLOT VASCULAR DEVICE||
3326|36595|MECH REMOV TUNNELED CV CATH||
3327|36596|MECH REMOV TUNNELED CV CATH||
3328|36597|REPOSITION VENOUS CATHETER||
3329|36598|INJ W/FLUOR, EVAL CV DEVICE||
3330|36600|WITHDRAWAL OF ARTERIAL BLOOD||
3331|36620|INSERTION CATHETER, ARTERY||
3332|36625|INSERTION CATHETER, ARTERY||
3333|36640|INSERTION CATHETER, ARTERY||
3334|36660|INSERTION CATHETER, ARTERY||
3335|36680|INSERT NEEDLE, BONE CAVITY||
3336|36800|INSERTION OF CANNULA||
3337|36810|INSERTION OF CANNULA||
3338|36815|INSERTION OF CANNULA||
3339|36818|AV FUSE, UPPR ARM, CEPHALIC||
3340|36819|AV FUSE, UPPR ARM, BASILIC||
3341|36820|AV FUSION/FOREARM VEIN||
3342|36821|AV FUSION DIRECT ANY SITE||
3343|36822|INSERTION OF CANNULA(S)||
3344|36823|INSERTION OF CANNULA(S)||
3345|36825|ARTERY-VEIN AUTOGRAFT||
3346|36830|ARTERY-VEIN NONAUTOGRAFT||
3347|36831|OPEN THROMBECT AV FISTULA||
3348|36832|AV FISTULA REVISION, OPEN||
3349|36833|AV FISTULA REVISION||
3350|36834|REPAIR A-V ANEURYSM||
3351|36835|ARTERY TO VEIN SHUNT||
3352|36838|DIST REVAS LIGATION, HEMO||
3353|36860|EXTERNAL CANNULA DECLOTTING||
3354|36861|CANNULA DECLOTTING||
3355|36870|PERCUT THROMBECT AV FISTULA||
3356|37140|REVISION OF CIRCULATION||
3357|37145|REVISION OF CIRCULATION||
3358|37160|REVISION OF CIRCULATION||
3359|37180|REVISION OF CIRCULATION||
3360|37181|SPLICE SPLEEN/KIDNEY VEINS||
3361|37182|INSERT HEPATIC SHUNT (TIPS)||
3362|37183|REMOVE HEPATIC SHUNT (TIPS)||
3363|37184|PRIM ART MECH THROMBECTOMY||
3364|37185|PRIM ART M-THROMBECT ADD-ON||
3365|37186|SEC ART M-THROMBECT ADD-ON||
3366|37187|VENOUS MECH THROMBECTOMY||
3367|37188|VENOUS M-THROMBECTOMY ADD-ON||
3368|37195|THROMBOLYTIC THERAPY, STROKE||
3369|37200|TRANSCATHETER BIOPSY||
3370|37201|TRANSCATHETER THERAPY INFUSE||
3371|37202|TRANSCATHETER THERAPY INFUSE||
3372|37203|TRANSCATHETER RETRIEVAL||
3373|37204|TRANSCATHETER OCCLUSION||
3374|37205|TRANSCATH IV STENT, PERCUT||
3375|37206|TRANSCATH IV STENT/PERC ADDL||
3376|37207|TRANSCATH IV STENT, OPEN||
3377|37208|TRANSCATH IV STENT/OPEN ADDL||
3378|37209|CHANGE IV CATH AT THROMB TX||
3379|37210|EMBOLIZATION UTERINE FIBROID||
3380|37215|TRANSCATH STENT, CCA W/EPS||
3381|37216|TRANSCATH STENT, CCA W/O EPS||
3382|37250|IV US FIRST VESSEL ADD-ON||
3383|37251|IV US EACH ADD VESSEL ADD-ON||
3384|37500|ENDOSCOPY LIGATE PERF VEINS||
3385|37501|VASCULAR ENDOSCOPY PROCEDURE||
3386|37565|LIGATION OF NECK VEIN||
3387|37600|LIGATION OF NECK ARTERY||
3388|37605|LIGATION OF NECK ARTERY||
3389|37606|LIGATION OF NECK ARTERY||
3390|37607|LIGATION OF A-V FISTULA||
3391|37609|TEMPORAL ARTERY PROCEDURE||
3392|37615|LIGATION OF NECK ARTERY||
3393|37616|LIGATION OF CHEST ARTERY||
3394|37617|LIGATION OF ABDOMEN ARTERY||
3395|37618|LIGATION OF EXTREMITY ARTERY||
3396|37620|REVISION OF MAJOR VEIN||
3397|37650|REVISION OF MAJOR VEIN||
3398|37660|REVISION OF MAJOR VEIN||
3399|37700|REVISE LEG VEIN||
3400|37718|LIGATE/STRIP SHORT LEG VEIN||
3401|37722|LIGATE/STRIP LONG LEG VEIN||
3402|37735|REMOVAL OF LEG VEINS/LESION||
3403|37760|LIGATION, LEG VEINS, OPEN||
3404|37765|PHLEB VEINS EXTREM 10-20||
3405|37766|PHLEB VEINS EXTREM 20+||
3406|37780|REVISION OF LEG VEIN||
3407|37785|LIGATE/DIVIDE/EXCISE VEIN||
3408|37788|REVASCULARIZATION, PENIS||
3409|37790|PENILE VENOUS OCCLUSION||
3410|37799|VASCULAR SURGERY PROCEDURE||
3411|38100|REMOVAL OF SPLEEN, TOTAL||
3412|38101|REMOVAL OF SPLEEN, PARTIAL||
3413|38102|REMOVAL OF SPLEEN, TOTAL||
3414|38115|REPAIR OF RUPTURED SPLEEN||
3415|38120|LAPAROSCOPY, SPLENECTOMY||
3416|38129|LAPAROSCOPE PROC, SPLEEN||
3417|38200|INJECTION FOR SPLEEN X-RAY||
3418|38204|BL DONOR SEARCH MANAGEMENT||
3419|38205|HARVEST ALLOGENIC STEM CELLS||
3420|38206|HARVEST AUTO STEM CELLS||
3421|38207|CRYOPRESERVE STEM CELLS||
3422|38208|THAW PRESERVED STEM CELLS||
3423|38209|WASH HARVEST STEM CELLS||
3424|38210|T-CELL DEPLETION OF HARVEST||
3425|38211|TUMOR CELL DEPLETE OF HARVST||
3426|38212|RBC DEPLETION OF HARVEST||
3427|38213|PLATELET DEPLETE OF HARVEST||
3428|38214|VOLUME DEPLETE OF HARVEST||
3429|38215|HARVEST STEM CELL CONCENTRTE||
3430|38220|BONE MARROW ASPIRATION||
3431|38221|BONE MARROW BIOPSY||
3432|38230|BONE MARROW COLLECTION||
3433|38240|BONE MARROW/STEM TRANSPLANT||
3434|38241|BONE MARROW/STEM TRANSPLANT||
3435|38242|LYMPHOCYTE INFUSE TRANSPLANT||
3436|38300|DRAINAGE, LYMPH NODE LESION||
3437|38305|DRAINAGE, LYMPH NODE LESION||
3438|38308|INCISION OF LYMPH CHANNELS||
3439|38380|THORACIC DUCT PROCEDURE||
3440|38381|THORACIC DUCT PROCEDURE||
3441|38382|THORACIC DUCT PROCEDURE||
3442|38500|BIOPSY/REMOVAL, LYMPH NODES||
3443|38505|NEEDLE BIOPSY, LYMPH NODES||
3444|38510|BIOPSY/REMOVAL, LYMPH NODES||
3445|38520|BIOPSY/REMOVAL, LYMPH NODES||
3446|38525|BIOPSY/REMOVAL, LYMPH NODES||
3447|38530|BIOPSY/REMOVAL, LYMPH NODES||
3448|38542|EXPLORE DEEP NODE(S), NECK||
3449|38550|REMOVAL, NECK/ARMPIT LESION||
3450|38555|REMOVAL, NECK/ARMPIT LESION||
3451|38562|REMOVAL, PELVIC LYMPH NODES||
3452|38564|REMOVAL, ABDOMEN LYMPH NODES||
3453|38570|LAPAROSCOPY, LYMPH NODE BIOP||
3454|38571|LAPAROSCOPY, LYMPHADENECTOMY||
3455|38572|LAPAROSCOPY, LYMPHADENECTOMY||
3456|38589|LAPAROSCOPE PROC, LYMPHATIC||
3457|38700|REMOVAL OF LYMPH NODES, NECK||
3458|38720|REMOVAL OF LYMPH NODES, NECK||
3459|38724|REMOVAL OF LYMPH NODES, NECK||
3460|38740|REMOVE ARMPIT LYMPH NODES||
3461|38745|REMOVE ARMPIT LYMPH NODES||
3462|38746|REMOVE THORACIC LYMPH NODES||
3463|38747|REMOVE ABDOMINAL LYMPH NODES||
3464|38760|REMOVE GROIN LYMPH NODES||
3465|38765|REMOVE GROIN LYMPH NODES||
3466|38770|REMOVE PELVIS LYMPH NODES||
3467|38780|REMOVE ABDOMEN LYMPH NODES||
3468|38790|INJECT FOR LYMPHATIC X-RAY||
3469|38792|IDENTIFY SENTINEL NODE||
3470|38794|ACCESS THORACIC LYMPH DUCT||
3471|38999|BLOOD/LYMPH SYSTEM PROCEDURE||
3472|39000|EXPLORATION OF CHEST||
3473|39010|EXPLORATION OF CHEST||
3474|39200|REMOVAL CHEST LESION||
3475|39220|REMOVAL CHEST LESION||
3476|39400|VISUALIZATION OF CHEST||
3477|39499|CHEST PROCEDURE||
3478|39501|REPAIR DIAPHRAGM LACERATION||
3479|39502|REPAIR PARAESOPHAGEAL HERNIA||
3480|39503|REPAIR OF DIAPHRAGM HERNIA||
3481|39520|REPAIR OF DIAPHRAGM HERNIA||
3482|39530|REPAIR OF DIAPHRAGM HERNIA||
3483|39531|REPAIR OF DIAPHRAGM HERNIA||
3484|39540|REPAIR OF DIAPHRAGM HERNIA||
3485|39541|REPAIR OF DIAPHRAGM HERNIA||
3486|39545|REVISION OF DIAPHRAGM||
3487|39560|RESECT DIAPHRAGM, SIMPLE||
3488|39561|RESECT DIAPHRAGM, COMPLEX||
3489|39599|DIAPHRAGM SURGERY PROCEDURE||
3490|4000F|TOBACCO USE TXMNT COUNSELING||
3491|4001F|TOBACCO USE TXMNT, PHARMACOL||
3492|4002F|STATIN THERAPY, RX||
3493|4003F|PT ED WRITE/ORAL, PTS W/ HF||
3494|4005F|PHARM THX FOR OP RXD||
3495|4006F|BETA-BLOCKER THERAPY RX||
3496|4007F|AREDS/ANITOX VIT/MIN RX D||
3497|4009F|ACE/ARB INHIBITOR THERAPY RX||
3498|4011F|ORAL ANTIPLATELET THERAPY RX||
3499|4012F|WARFARIN THERAPY RX||
3500|4014F|WRITTEN DISCHARGE INSTR PRVD||
3501|4015F|PERSIST ASTHMA MEDICINE CTRL||
3502|4016F|ANTI-INFLM/ANLGSC AGENT RX||
3503|4017F|GI PROPHYLAXIS FOR NSAID RX||
3504|4018F|THERAPY EXERCISE JOINT RX||
3505|4019F|DOC RECPT COUNSL VIT D/CALC+||
3506|4025F|INHALED BRONCHODILATOR RX||
3507|4030F|OXYGEN THERAPY RX||
3508|4033F|PULMONARY REHAB REC||
3509|4035F|INFLUENZA IMM REC||
3510|4037F|INFLUENZA IMM ORDER/ADMIN||
3511|4040F|PNEUMOC IMM ORDER/ADMIN||
3512|4041F|DOC ORDER CEFAZOLIN/CEFUROX||
3513|4042F|DOC ANTIBIO NOT GIVEN||
3514|4043F|DOC ORDER GIVEN STOP ANTIBIO||
3515|4044F|DOC ORDER GIVEN VTE PROPHYLX||
3516|4045F|EMPIRIC ANTIBIOTIC RX||
3517|4046F|DOC ANTIBIO GIVEN B/4 SURG||
3518|4047F|DOC ANTIBIO GIVEN B/4 SURG||
3519|4048F|DOC ANTIBIO GIVEN B/4 SURG||
3520|40490|BIOPSY OF LIP||
3521|4049F|DOC ORDER GIVEN STOP ANTIBIO||
3522|40500|PARTIAL EXCISION OF LIP||
3523|4050F|HT CARE PLAN DOC||
3524|40510|PARTIAL EXCISION OF LIP||
3525|4051F|REFERRED FOR AN AV FISTULA||
3526|40520|PARTIAL EXCISION OF LIP||
3527|40525|RECONSTRUCT LIP WITH FLAP||
3528|40527|RECONSTRUCT LIP WITH FLAP||
3529|4052F|HEMODIALYSIS VIA AV FISTULA||
3530|40530|PARTIAL REMOVAL OF LIP||
3531|4053F|HEMODIALYSIS VIA AV GRAFT||
3532|4054F|HEMODIALYSIS VIA CATHETER||
3533|4055F|PT RCVNG PERITON DIALYSIS||
3534|4056F|APPROP ORAL REHYD RECOMMD||
3535|4058F|PED GASTRO ED GIVEN, CAREGVR||
3536|4060F|PSYCH SVCS PROVIDED||
3537|4062F|PT REFERRAL PSYCH DOCD||
3538|4064F|ANTIDEPRESSANT RX||
3539|40650|REPAIR LIP||
3540|40652|REPAIR LIP||
3541|40654|REPAIR LIP||
3542|4065F|ANTIPSYCHOTIC RX||
3543|4066F|ECT PROVIDED||
3544|4067F|PT REFERRAL FOR ECT DOCD||
3545|40700|REPAIR CLEFT LIP/NASAL||
3546|40701|REPAIR CLEFT LIP/NASAL||
3547|40702|REPAIR CLEFT LIP/NASAL||
3548|4070F|DVT PROPHYLX RECVD DAY 2||
3549|40720|REPAIR CLEFT LIP/NASAL||
3550|4073F|ORAL ANTIPLAT THX RX DISCHRG||
3551|4075F|ANTICOAG THX RX AT DISCHRG||
3552|40761|REPAIR CLEFT LIP/NASAL||
3553|4077F|DOC T-PA ADMIN CONSIDERED||
3554|40799|LIP SURGERY PROCEDURE||
3555|4079F|DOC REHAB SVCS CONSIDERED||
3556|40800|DRAINAGE OF MOUTH LESION||
3557|40801|DRAINAGE OF MOUTH LESION||
3558|40804|REMOVAL, FOREIGN BODY, MOUTH||
3559|40805|REMOVAL, FOREIGN BODY, MOUTH||
3560|40806|INCISION OF LIP FOLD||
3561|40808|BIOPSY OF MOUTH LESION||
3562|40810|EXCISION OF MOUTH LESION||
3563|40812|EXCISE/REPAIR MOUTH LESION||
3564|40814|EXCISE/REPAIR MOUTH LESION||
3565|40816|EXCISION OF MOUTH LESION||
3566|40818|EXCISE ORAL MUCOSA FOR GRAFT||
3567|40819|EXCISE LIP OR CHEEK FOLD||
3568|40820|TREATMENT OF MOUTH LESION||
3569|40830|REPAIR MOUTH LACERATION||
3570|40831|REPAIR MOUTH LACERATION||
3571|40840|RECONSTRUCTION OF MOUTH||
3572|40842|RECONSTRUCTION OF MOUTH||
3573|40843|RECONSTRUCTION OF MOUTH||
3574|40844|RECONSTRUCTION OF MOUTH||
3575|40845|RECONSTRUCTION OF MOUTH||
3576|4084F|ASPIRIN RECVD W/IN 24 HRS||
3577|40899|MOUTH SURGERY PROCEDURE||
3578|4090F|PT RCVNG EPO THXPY||
3579|4095F|PT NOT RCVNG EPO THXPY||
3580|41000|DRAINAGE OF MOUTH LESION||
3581|41005|DRAINAGE OF MOUTH LESION||
3582|41006|DRAINAGE OF MOUTH LESION||
3583|41007|DRAINAGE OF MOUTH LESION||
3584|41008|DRAINAGE OF MOUTH LESION||
3585|41009|DRAINAGE OF MOUTH LESION||
3586|4100F|BIPHOS THXPY VEIN ORD/RECVD||
3587|41010|INCISION OF TONGUE FOLD||
3588|41015|DRAINAGE OF MOUTH LESION||
3589|41016|DRAINAGE OF MOUTH LESION||
3590|41017|DRAINAGE OF MOUTH LESION||
3591|41018|DRAINAGE OF MOUTH LESION||
3592|41019|PLACE NEEDLES H&N FOR RT||
3593|41100|BIOPSY OF TONGUE||
3594|41105|BIOPSY OF TONGUE||
3595|41108|BIOPSY OF FLOOR OF MOUTH||
3596|4110F|INT MAM ART USED FOR CABG||
3597|41110|EXCISION OF TONGUE LESION||
3598|41112|EXCISION OF TONGUE LESION||
3599|41113|EXCISION OF TONGUE LESION||
3600|41114|EXCISION OF TONGUE LESION||
3601|41115|EXCISION OF TONGUE FOLD||
3602|41116|EXCISION OF MOUTH LESION||
3603|41120|PARTIAL REMOVAL OF TONGUE||
3604|41130|PARTIAL REMOVAL OF TONGUE||
3605|41135|TONGUE AND NECK SURGERY||
3606|41140|REMOVAL OF TONGUE||
3607|41145|TONGUE REMOVAL, NECK SURGERY||
3608|41150|TONGUE, MOUTH, JAW SURGERY||
3609|41153|TONGUE, MOUTH, NECK SURGERY||
3610|41155|TONGUE, JAW, & NECK SURGERY||
3611|4115F|BETA BLCKR ADMIN W/IN 24 HRS||
3612|4120F|ANTIBIOT RX D/GIVEN||
3613|4124F|ANTIBIOT NOT RX D/GIVEN||
3614|41250|REPAIR TONGUE LACERATION||
3615|41251|REPAIR TONGUE LACERATION||
3616|41252|REPAIR TONGUE LACERATION||
3617|41500|FIXATION OF TONGUE||
3618|41510|TONGUE TO LIP SURGERY||
3619|41520|RECONSTRUCTION, TONGUE FOLD||
3620|41599|TONGUE AND MOUTH SURGERY||
3621|41800|DRAINAGE OF GUM LESION||
3622|41805|REMOVAL FOREIGN BODY, GUM||
3623|41806|REMOVAL FOREIGN BODY,JAWBONE||
3624|41820|EXCISION, GUM, EACH QUADRANT||
3625|41821|EXCISION OF GUM FLAP||
3626|41822|EXCISION OF GUM LESION||
3627|41823|EXCISION OF GUM LESION||
3628|41825|EXCISION OF GUM LESION||
3629|41826|EXCISION OF GUM LESION||
3630|41827|EXCISION OF GUM LESION||
3631|41828|EXCISION OF GUM LESION||
3632|41830|REMOVAL OF GUM TISSUE||
3633|41850|TREATMENT OF GUM LESION||
3634|41870|GUM GRAFT||
3635|41872|REPAIR GUM||
3636|41874|REPAIR TOOTH SOCKET||
3637|41899|DENTAL SURGERY PROCEDURE||
3638|42000|DRAINAGE MOUTH ROOF LESION||
3639|42100|BIOPSY ROOF OF MOUTH||
3640|42104|EXCISION LESION, MOUTH ROOF||
3641|42106|EXCISION LESION, MOUTH ROOF||
3642|42107|EXCISION LESION, MOUTH ROOF||
3643|42120|REMOVE PALATE/LESION||
3644|42140|EXCISION OF UVULA||
3645|42145|REPAIR PALATE, PHARYNX/UVULA||
3646|42160|TREATMENT MOUTH ROOF LESION||
3647|42180|REPAIR PALATE||
3648|42182|REPAIR PALATE||
3649|42200|RECONSTRUCT CLEFT PALATE||
3650|42205|RECONSTRUCT CLEFT PALATE||
3651|42210|RECONSTRUCT CLEFT PALATE||
3652|42215|RECONSTRUCT CLEFT PALATE||
3653|42220|RECONSTRUCT CLEFT PALATE||
3654|42225|RECONSTRUCT CLEFT PALATE||
3655|42226|LENGTHENING OF PALATE||
3656|42227|LENGTHENING OF PALATE||
3657|42235|REPAIR PALATE||
3658|42260|REPAIR NOSE TO LIP FISTULA||
3659|42280|PREPARATION, PALATE MOLD||
3660|42281|INSERTION, PALATE PROSTHESIS||
3661|42299|PALATE/UVULA SURGERY||
3662|42300|DRAINAGE OF SALIVARY GLAND||
3663|42305|DRAINAGE OF SALIVARY GLAND||
3664|42310|DRAINAGE OF SALIVARY GLAND||
3665|42320|DRAINAGE OF SALIVARY GLAND||
3666|42330|REMOVAL OF SALIVARY STONE||
3667|42335|REMOVAL OF SALIVARY STONE||
3668|42340|REMOVAL OF SALIVARY STONE||
3669|42400|BIOPSY OF SALIVARY GLAND||
3670|42405|BIOPSY OF SALIVARY GLAND||
3671|42408|EXCISION OF SALIVARY CYST||
3672|42409|DRAINAGE OF SALIVARY CYST||
3673|42410|EXCISE PAROTID GLAND/LESION||
3674|42415|EXCISE PAROTID GLAND/LESION||
3675|42420|EXCISE PAROTID GLAND/LESION||
3676|42425|EXCISE PAROTID GLAND/LESION||
3677|42426|EXCISE PAROTID GLAND/LESION||
3678|42440|EXCISE SUBMAXILLARY GLAND||
3679|42450|EXCISE SUBLINGUAL GLAND||
3680|42500|REPAIR SALIVARY DUCT||
3681|42505|REPAIR SALIVARY DUCT||
3682|42507|PAROTID DUCT DIVERSION||
3683|42508|PAROTID DUCT DIVERSION||
3684|42509|PAROTID DUCT DIVERSION||
3685|42510|PAROTID DUCT DIVERSION||
3686|42550|INJECTION FOR SALIVARY X-RAY||
3687|42600|CLOSURE OF SALIVARY FISTULA||
3688|42650|DILATION OF SALIVARY DUCT||
3689|42660|DILATION OF SALIVARY DUCT||
3690|42665|LIGATION OF SALIVARY DUCT||
3691|42699|SALIVARY SURGERY PROCEDURE||
3692|42700|DRAINAGE OF TONSIL ABSCESS||
3693|42720|DRAINAGE OF THROAT ABSCESS||
3694|42725|DRAINAGE OF THROAT ABSCESS||
3695|42800|BIOPSY OF THROAT||
3696|42802|BIOPSY OF THROAT||
3697|42804|BIOPSY OF UPPER NOSE/THROAT||
3698|42806|BIOPSY OF UPPER NOSE/THROAT||
3699|42808|EXCISE PHARYNX LESION||
3700|42809|REMOVE PHARYNX FOREIGN BODY||
3701|42810|EXCISION OF NECK CYST||
3702|42815|EXCISION OF NECK CYST||
3703|42820|REMOVE TONSILS AND ADENOIDS||
3704|42821|REMOVE TONSILS AND ADENOIDS||
3705|42825|REMOVAL OF TONSILS||
3706|42826|REMOVAL OF TONSILS||
3707|42830|REMOVAL OF ADENOIDS||
3708|42831|REMOVAL OF ADENOIDS||
3709|42835|REMOVAL OF ADENOIDS||
3710|42836|REMOVAL OF ADENOIDS||
3711|42842|EXTENSIVE SURGERY OF THROAT||
3712|42844|EXTENSIVE SURGERY OF THROAT||
3713|42845|EXTENSIVE SURGERY OF THROAT||
3714|42860|EXCISION OF TONSIL TAGS||
3715|42870|EXCISION OF LINGUAL TONSIL||
3716|42890|PARTIAL REMOVAL OF PHARYNX||
3717|42892|REVISION OF PHARYNGEAL WALLS||
3718|42894|REVISION OF PHARYNGEAL WALLS||
3719|42900|REPAIR THROAT WOUND||
3720|42950|RECONSTRUCTION OF THROAT||
3721|42953|REPAIR THROAT, ESOPHAGUS||
3722|42955|SURGICAL OPENING OF THROAT||
3723|42960|CONTROL THROAT BLEEDING||
3724|42961|CONTROL THROAT BLEEDING||
3725|42962|CONTROL THROAT BLEEDING||
3726|42970|CONTROL NOSE/THROAT BLEEDING||
3727|42971|CONTROL NOSE/THROAT BLEEDING||
3728|42972|CONTROL NOSE/THROAT BLEEDING||
3729|42999|THROAT SURGERY PROCEDURE||
3730|43020|INCISION OF ESOPHAGUS||
3731|43030|THROAT MUSCLE SURGERY||
3732|43045|INCISION OF ESOPHAGUS||
3733|43100|EXCISION OF ESOPHAGUS LESION||
3734|43101|EXCISION OF ESOPHAGUS LESION||
3735|43107|REMOVAL OF ESOPHAGUS||
3736|43108|REMOVAL OF ESOPHAGUS||
3737|43112|REMOVAL OF ESOPHAGUS||
3738|43113|REMOVAL OF ESOPHAGUS||
3739|43116|PARTIAL REMOVAL OF ESOPHAGUS||
3740|43117|PARTIAL REMOVAL OF ESOPHAGUS||
3741|43118|PARTIAL REMOVAL OF ESOPHAGUS||
3742|43121|PARTIAL REMOVAL OF ESOPHAGUS||
3743|43122|PARTIAL REMOVAL OF ESOPHAGUS||
3744|43123|PARTIAL REMOVAL OF ESOPHAGUS||
3745|43124|REMOVAL OF ESOPHAGUS||
3746|43130|REMOVAL OF ESOPHAGUS POUCH||
3747|43135|REMOVAL OF ESOPHAGUS POUCH||
